#Parameters = {B=44; D_M=5.208; Feed=26.3; Feed_real=-4.3; Groudmax=0; LPiste=4.459; Largeur=29; TermA=89; Zmax=0.09; Zmin=0}
#"Frequency / MHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
828.40002441406	-6.6729184498294
828.79998779297	-6.7489032301257
829.20001220703	-6.8259095471621
829.59997558594	-6.9039552115451
830.00000000000	-6.9830598601525
830.40002441406	-7.0632391946990
830.79998779297	-7.1445148128511
831.20001220703	-7.2269055545123
831.59997558594	-7.3104321717649
832.00000000000	-7.3951155936213
832.40002441406	-7.4809781507816
832.79998779297	-7.5680405494333
833.20001220703	-7.6563267850752
833.59997558594	-7.7458611106850
834.00000000000	-7.8366674686821
834.40002441406	-7.9287713355909
834.79998779297	-8.0221991718933
835.20001220703	-8.1169784696291
835.59997558594	-8.2131371105547
836.00000000000	-8.3107033964723
836.40002441406	-8.4097080773104
836.79998779297	-8.5101824583767
837.20001220703	-8.6121569555356
837.59997558594	-8.7156681444731
838.00000000000	-8.8207483734610
838.40002441406	-8.9274341457423
838.79998779297	-9.0357619986918
839.20001220703	-9.1457714452276
839.59997558594	-9.2575028817984
840.00000000000	-9.3709975485532
840.40002441406	-9.4862985196105
840.79998779297	-9.6034521107660
841.20001220703	-9.7225043622925
841.59997558594	-9.8435041157561
842.00000000000	-9.9665030748788
842.40002441406	-10.091552889942
842.79998779297	-10.218711421519
843.20001220703	-10.348034544985
843.59997558594	-10.479582963217
844.00000000000	-10.613420331813
844.40002441406	-10.749611539166
844.79998779297	-10.888227417599
845.20001220703	-11.029337646897
845.59997558594	-11.173019104345
846.00000000000	-11.319352251190
846.40002441406	-11.468416700344
846.79998779297	-11.620302781884
847.20001220703	-11.775101409424
847.59997558594	-11.932906672384
848.00000000000	-12.093821439547
848.40002441406	-12.257951408291
848.79998779297	-12.425408915853
849.20001220703	-12.596311658040
849.59997558594	-12.770783879925
850.00000000000	-12.948956978429
850.40002441406	-13.130969281728
850.79998779297	-13.316968550248
851.20001220703	-13.507107507667
851.59997558594	-13.701552496475
852.00000000000	-13.900475951916
852.40002441406	-14.104061823323
852.79998779297	-14.312505669593
853.20001220703	-14.526015126917
853.59997558594	-14.744810509000
854.00000000000	-14.969125859807
854.40002441406	-15.199209205764
854.79998779297	-15.435327168728
855.20001220703	-15.677761175063
855.59997558594	-15.926810587314
856.00000000000	-16.182795431353
856.40002441406	-16.446055342359
856.79998779297	-16.716953330258
857.20001220703	-16.995875032655
857.59997558594	-17.283227963667
858.00000000000	-17.579444629904
858.40002441406	-17.884985983787
858.79998779297	-18.200333886535
859.20001220703	-18.525992490926
859.59997558594	-18.862490384530
860.00000000000	-19.210371792598
860.40002441406	-19.570187856117
860.79998779297	-19.942488991922
861.20001220703	-20.327808086111
861.59997558594	-20.726632295622
862.00000000000	-21.139377874549
862.40002441406	-21.566327426026
862.79998779297	-22.007571004785
863.20001220703	-22.462902233655
863.59997558594	-22.931684537306
864.00000000000	-23.412659690774
864.40002441406	-23.903712317015
864.79998779297	-24.401527108335
865.20001220703	-24.901195589581
865.59997558594	-25.395744158961
866.00000000000	-25.875651415977
866.40002441406	-26.328487513053
866.79998779297	-26.738879026230
867.20001220703	-27.089114314260
867.59997558594	-27.360668314882
868.00000000000	-27.536697138871
868.40002441406	-27.605092116896
868.79998779297	-27.561101050326
869.20001220703	-27.408466503346
869.59997558594	-27.158526110077
870.00000000000	-26.827710025251
870.40002441406	-26.434492212133
870.79998779297	-25.996782142046
871.20001220703	-25.530285537653
871.59997558594	-25.047795478553
872.00000000000	-24.559171391905
872.40002441406	-24.071668714334
872.79998779297	-23.590422082062
873.20001220703	-23.118913231079
873.59997558594	-22.659388180178
874.00000000000	-22.213189272797
874.40002441406	-21.781018343980
874.79998779297	-21.363125912534
875.20001220703	-20.959450975898
875.59997558594	-20.569727721064
876.00000000000	-20.193555235564
876.40002441406	-19.830451515177
876.79998779297	-19.479885801490
877.20001220703	-19.141309499709
877.59997558594	-18.814169300048
878.00000000000	-18.497918378313
878.40002441406	-18.192028386796
878.79998779297	-17.895990360757
879.20001220703	-17.609315674684
879.59997558594	-17.331543524798
880.00000000000	-17.062238087734
880.40002441406	-16.800984990212
880.79998779297	-16.547397480349
881.20001220703	-16.301108893580
881.59997558594	-16.061775587735
882.00000000000	-15.829076979410
882.40002441406	-15.602707241297
882.79998779297	-15.382383473800
883.20001220703	-15.167837822237
883.59997558594	-14.958818871910
884.00000000000	-14.755089003223
884.40002441406	-14.556427078449
884.79998779297	-14.362622644991
885.20001220703	-14.173479531000
885.59997558594	-13.988810384172
886.00000000000	-13.808439546317
886.40002441406	-13.632202930798
886.79998779297	-13.459941918553
887.20001220703	-13.291509468134
887.59997558594	-13.126764908227
888.00000000000	-12.965576116068
888.40002441406	-12.807816409954
888.79998779297	-12.653367752520
889.20001220703	-12.502114978179
889.59997558594	-12.353952124748
890.00000000000	-12.208776395545
890.40002441406	-12.066490301607
890.79998779297	-11.927000696844
891.20001220703	-11.790220117710
891.59997558594	-11.656064025890
892.00000000000	-11.524453241160
892.40002441406	-11.395309309563
892.79998779297	-11.268559751440
893.20001220703	-11.144134690735
893.59997558594	-11.021967236211
894.00000000000	-10.901993275701
894.40002441406	-10.784151383687
894.79998779297	-10.668382877183
895.20001220703	-10.554631936970
895.59997558594	-10.442844602916
896.00000000000	-10.332967283792
896.40002441406	-10.224952070102
896.79998779297	-10.118749947384
897.20001220703	-10.014315141736
897.59997558594	-9.9116036288265
898.00000000000	-9.8105723525422
898.40002441406	-9.7111814892814
898.79998779297	-9.6133900412738
899.20001220703	-9.5171606450334
899.59997558594	-9.4224569071058
900.00000000000	-9.3292420633748
900.40002441406	-9.2374841038942
900.79998779297	-9.1471476615035
901.20001220703	-9.0582021547083
901.59997558594	-8.9706170021908
902.00000000000	-8.8843609655107
902.40002441406	-8.7994074602210
902.79998779297	-8.7157253927923
903.20001220703	-8.6332920846679
903.59997558594	-8.5520765901533
904.00000000000	-8.4720565957579
904.40002441406	-8.3932085633826
904.79998779297	-8.3155052210306
905.20001220703	-8.2389248986264
905.59997558594	-8.1634467919057
906.00000000000	-8.0890475871286
906.40002441406	-8.0157066411437
906.79998779297	-7.9434023356334
907.20001220703	-7.8721162730517
907.59997558594	-7.8018294989269
908.00000000000	-7.7325211836185
908.40002441406	-7.6641735557981
908.79998779297	-7.5967702786031
909.20001220703	-7.5302925246046
909.59997558594	-7.4647234422717
910.00000000000	-7.4000472947135
910.40002441406	-7.3362474863458
910.79998779297	-7.2733088849225
911.20001220703	-7.2112166148539
911.59997558594	-7.1499551222414
912.00000000000	-7.0895092728863
912.40002441406	-7.0298660214347
912.79998779297	-6.9710121077440
913.20001220703	-6.9129319262662
913.59997558594	-6.8556147125003
914.00000000000	-6.7990454578038
914.40002441406	-6.7432132781473
914.79998779297	-6.6881060640197
915.20001220703	-6.6337106165243
915.59997558594	-6.5800153633895
916.00000000000	-6.5270093947588
916.40002441406	-6.4746812638818
916.79998779297	-6.4230200594842
917.20001220703	-6.3720151696137
917.59997558594	-6.3216556283507
918.00000000000	-6.2719320658045
918.40002441406	-6.2228332509990
918.79998779297	-6.1743492425608
919.20001220703	-6.1264718152202
919.59997558594	-6.0791908479247
920.00000000000	-6.0324954690467
920.40002441406	-5.9863792905622
920.79998779297	-5.9408310831971
921.20001220703	-5.8958424344458
921.59997558594	-5.8514061865209
922.00000000000	-5.8075117475212
922.40002441406	-5.7641532775607
922.79998779297	-5.7213210721116
923.20001220703	-5.6790064634631
923.59997558594	-5.6372035653637
924.00000000000	-5.5959035841928
924.40002441406	-5.5550987873697
924.79998779297	-5.5147800204612
925.20001220703	-5.4749437069299
925.59997558594	-5.4355798033822
926.00000000000	-5.3966832416382
926.40002441406	-5.3582446643757
926.79998779297	-5.3202586252723
927.20001220703	-5.2827197385138
927.59997558594	-5.2456181484934
928.00000000000	-5.2089499324841
928.40002441406	-5.1727071751786
928.79998779297	-5.1368841947554
929.20001220703	-5.1014757553831
929.59997558594	-5.0664729245386
930.00000000000	-5.0318726385208
930.40002441406	-4.9976672134764
930.79998779297	-4.9638511832215
931.20001220703	-4.9304192737790
931.59997558594	-4.8973659519782
932.00000000000	-4.8646839846892
932.40002441406	-4.8323692782357
932.79998779297	-4.8004172516551
933.20001220703	-4.7688195880930
933.59997558594	-4.7375731155472
934.00000000000	-4.7066737093933
934.40002441406	-4.6761137072783
934.79998779297	-4.6458895620529
935.20001220703	-4.6159953946036
935.59997558594	-4.5864258113400
936.00000000000	-4.5571783507977
936.40002441406	-4.5282471240537
936.79998779297	-4.4996262597577
937.20001220703	-4.4713119679213
937.59997558594	-4.4432994806260
938.00000000000	-4.4155841448577
938.40002441406	-4.3881622109409
938.79998779297	-4.3610286186674
939.20001220703	-4.3341797182234
939.59997558594	-4.3076098919178
940.00000000000	-4.2813156051562
940.40002441406	-4.2552937616538
940.79998779297	-4.2295393250023
941.20001220703	-4.2040470758936
941.59997558594	-4.1788146602540
942.00000000000	-4.1538377568205
942.40002441406	-4.1291123422356
942.79998779297	-4.1046344436297
943.20001220703	-4.0803994058169
943.59997558594	-4.0564056209947
944.00000000000	-4.0326472314543
944.40002441406	-4.0091225713181
944.79998779297	-3.9858267327515
945.20001220703	-3.9627557717358
945.59997558594	-3.9399072858624
946.00000000000	-3.9172774650125
946.40002441406	-3.8948633554822
946.79998779297	-3.8726611700768
947.20001220703	-3.8506663697758
947.59997558594	-3.8288769484047
948.00000000000	-3.8072917698206
948.40002441406	-3.7859038815715
948.79998779297	-3.7647115783982
949.20001220703	-3.7437128233343
949.59997558594	-3.7229044301762
950.00000000000	-3.7022820685848
950.40002441406	-3.6818439748849
950.79998779297	-3.6615861549534
951.20001220703	-3.6415061764704
951.59997558594	-3.6216023180694
952.00000000000	-3.6018714717986
952.40002441406	-3.5823089486941
952.79998779297	-3.5629154810728
953.20001220703	-3.5436848888575
953.59997558594	-3.5246156776404
954.00000000000	-3.5057072576594
954.40002441406	-3.4869558025723
954.79998779297	-3.4683583743915
955.20001220703	-3.4499128318942
955.59997558594	-3.4316170284457
956.00000000000	-3.4134673590453
956.40002441406	-3.3954639943003
956.79998779297	-3.3776034841312
957.20001220703	-3.3598820305391
957.59997558594	-3.3423007575666
958.00000000000	-3.3248540521968
958.40002441406	-3.3075411964408
958.79998779297	-3.2903611204581
959.20001220703	-3.2733118407435
959.59997558594	-3.2563884423975
960.00000000000	-3.2395927582808
960.40002441406	-3.2229198775783
960.79998779297	-3.2063709403533
961.20001220703	-3.1899410958393
961.59997558594	-3.1736298985451
962.00000000000	-3.1574363958198
962.40002441406	-3.1413578506976
962.79998779297	-3.1253925463653
963.20001220703	-3.1095378915259
963.59997558594	-3.0937951480445
964.00000000000	-3.0781600728256
964.40002441406	-3.0626320109217
964.79998779297	-3.0472094655549
965.20001220703	-3.0318924642340
965.59997558594	-3.0166769745187
966.00000000000	-3.0015627514123
966.40002441406	-2.9865486819650
966.79998779297	-2.9716330585091
967.20001220703	-2.9568158045810
967.59997558594	-2.9420934658421
968.00000000000	-2.9274670740187
968.40002441406	-2.9129327782131
968.79998779297	-2.8984923496679
969.20001220703	-2.8841434513545
969.59997558594	-2.8698836404764
970.00000000000	-2.8557138411870
970.40002441406	-2.8416309988424
970.79998779297	-2.8276370885020
971.20001220703	-2.8137292808987
971.59997558594	-2.7999064209502
972.00000000000	-2.7861666693774
972.40002441406	-2.7725124487454
972.79998779297	-2.7589400099921
973.20001220703	-2.7454494691104
973.59997558594	-2.7320394923645
974.00000000000	-2.7187103631996
974.40002441406	-2.7054613190839
974.79998779297	-2.6922904519807
975.20001220703	-2.6791985706340
975.59997558594	-2.6661838650766
976.00000000000	-2.6532453869903
976.40002441406	-2.6403840530904
976.79998779297	-2.6275975939230
977.20001220703	-2.6148872429716
977.59997558594	-2.6022510861411
978.00000000000	-2.5896896748200
978.40002441406	-2.5772013932829
978.79998779297	-2.5647872300753
979.20001220703	-2.5524447659190
979.59997558594	-2.5401743311023
980.00000000000	-2.5279777436609
980.40002441406	-2.5158513686744
980.79998779297	-2.5037961588060
981.20001220703	-2.4918129270151
981.59997558594	-2.4798992034600
982.00000000000	-2.4680566808081
982.40002441406	-2.4562846787345
982.79998779297	-2.4445825856301
983.20001220703	-2.4329493970223
983.59997558594	-2.4213848363645
984.00000000000	-2.4098901148428
984.40002441406	-2.3984649687300
984.79998779297	-2.3871078650801
985.20001220703	-2.3758200248512
985.59997558594	-2.3646015848210
986.00000000000	-2.3534494125079
986.40002441406	-2.3423665874035
986.79998779297	-2.3313525586815
987.20001220703	-2.3204062849623
987.59997558594	-2.3095271617126
988.00000000000	-2.2987172310011
988.40002441406	-2.2879743061992
988.79998779297	-2.2772988172897
989.20001220703	-2.2666917559588
989.59997558594	-2.2561531932712
990.00000000000	-2.2456814744775
990.40002441406	-2.2352777978915
990.79998779297	-2.2249403595427
991.20001220703	-2.2146735715939
991.59997558594	-2.2044725736888
992.00000000000	-2.1943396426071
992.40002441406	-2.1842739206038
992.79998779297	-2.1742774885162
993.20001220703	-2.1643472300298
993.59997558594	-2.1544858435928
994.00000000000	-2.1446920478833
994.40002441406	-2.1349667121117
994.79998779297	-2.1253083934764
995.20001220703	-2.1157180383612
995.59997558594	-2.1061956297708
996.00000000000	-2.0967422033924
996.40002441406	-2.0873551632344
996.79998779297	-2.0780389889641
997.20001220703	-2.0687881133598
997.59997558594	-2.0596070093691
998.00000000000	-2.0504938381313
998.40002441406	-2.0414489878268
998.79998779297	-2.0324723210861
999.20001220703	-2.0235642503102
999.59997558594	-2.0147233399556
1000.0000000000	-2.0059519079407
1000.4000244141	-1.9972486123477
1000.7999877930	-1.9886138114607
1001.2000122070	-1.9800467523493
1001.5999755859	-1.9715485247001
1002.0000000000	-1.9631181454593
1002.4000244141	-1.9547568964975
1002.7999877930	-1.9464634302581
1003.2000122070	-1.9382383543435
1003.5999755859	-1.9300812021287
1004.0000000000	-1.9219931905057
1004.4000244141	-1.9139720029788
1004.7999877930	-1.9060201815616
1005.2000122070	-1.8981344558643
1005.5999755859	-1.8903180107463
1006.0000000000	-1.8825693736769
1006.4000244141	-1.8748881365281
1006.7999877930	-1.8672740645394
1007.2000122070	-1.8597269411535
1007.5999755859	-1.8522489636898
1008.0000000000	-1.8448360360898
1008.4000244141	-1.8374916387545
1008.7999877930	-1.8302130605826
1009.2000122070	-1.8230013355778
1009.5999755859	-1.8158554816389
1010.0000000000	-1.8087764094260
1010.4000244141	-1.8017628466704
1010.7999877930	-1.7948153445083
1011.2000122070	-1.7879326598707
1011.5999755859	-1.7811163307501
1012.0000000000	-1.7743628926979
1012.4000244141	-1.7676755547621
1012.7999877930	-1.7610520508945
1013.2000122070	-1.7544923434437
1013.5999755859	-1.7479964840368
1014.0000000000	-1.7415630555428
1014.4000244141	-1.7351931851410
1014.7999877930	-1.7288857391359
1015.2000122070	-1.7226396911589
1015.5999755859	-1.7164554192971
1016.0000000000	-1.7103328125747
1016.4000244141	-1.7042702273627
1016.7999877930	-1.6982678947021
1017.2000122070	-1.6923259245734
1017.5999755859	-1.6864429027311
1018.0000000000	-1.6806185567726
1018.4000244141	-1.6748525933635
1018.7999877930	-1.6691436213285
1019.2000122070	-1.6634919037659
1019.5999755859	-1.6578968020162
1020.0000000000	-1.6523582928623
1020.4000244141	-1.6468746763611
1020.7999877930	-1.6414458533244
1021.2000122070	-1.6360709041332
1021.5999755859	-1.6307487299350
1022.0000000000	-1.6254798086242
1022.4000244141	-1.6202631222713
1022.7999877930	-1.6150974368905
1023.2000122070	-1.6099816550734
1023.5999755859	-1.6049173565526
1024.0000000000	-1.5999010166428
1024.4000244141	-1.5949336063455
1024.8000488281	-1.5900139477753
1025.1999511719	-1.5851403285483
1025.5999755859	-1.5803127243903
1026.0000000000	-1.5755309426396
1026.4000244141	-1.5707932241310
1026.8000488281	-1.5660990713431
1027.1999511719	-1.5614469214733
1027.5999755859	-1.5568371844469
1028.0000000000	-1.5522689058205
1028.4000244141	-1.5477398633248
1028.8000488281	-1.5432510889108
1029.1999511719	-1.5387995517478
1029.5999755859	-1.5343851315778
1030.0000000000	-1.5300079583275
1030.4000244141	-1.5256655452131
1030.8000488281	-1.5213577464524
1031.1999511719	-1.5170833505819
1031.5999755859	-1.5128426072706
1032.0000000000	-1.5086323595088
1032.4000244141	-1.5044533437856
1032.8000488281	-1.5003035872995
1033.1999511719	-1.4961829490249
1033.5999755859	-1.4920894551627
1034.0000000000	-1.4880231847644
1034.4000244141	-1.4839816628558
1034.8000488281	-1.4799655304633
1035.1999511719	-1.4759730292343
1035.5999755859	-1.4720027904511
1036.0000000000	-1.4680539717740
1036.4000244141	-1.4641260859548
1036.8000488281	-1.4602179407661
1037.1999511719	-1.4563278319591
1037.5999755859	-1.4524556526760
1038.0000000000	-1.4485992034070
1038.4000244141	-1.4447587314537
1038.8000488281	-1.4409326577616
1039.1999511719	-1.4371198507645
1039.5999755859	-1.4333195880494
1040.0000000000	-1.4295306257952
1040.4000244141	-1.4257511462769
1040.8000488281	-1.4219821401255
